primary_key,企业名称,证书编号,认定时间,有效期
13954,典扬传媒（上海）股份有限公司,GR202231007251,2022/12/14 0:00,三年
13955,新律（上海）信息科技有限公司,GR202231007252,2022/12/14 0:00,三年
13956,上海拓惠机械设备有限公司,GR202231007253,2022/12/14 0:00,三年
13957,上海新祈科技有限公司,GR202231007254,2022/12/14 0:00,三年
13958,上海时申工贸有限公司,GR202231007255,2022/12/14 0:00,三年
13959,上海汇丰医疗器械股份有限公司,GR202231007256,2022/12/14 0:00,三年
13960,上海霁宇智能信息科技有限公司,GR202231007257,2022/12/14 0:00,三年
13961,上海博邦汽车技术有限公司,GR202231007258,2022/12/14 0:00,三年
13962,聘聘云（上海）智能科技有限公司,GR202231007259,2022/12/14 0:00,三年
13963,企霖（上海）信息科技有限公司,GR202231007260,2022/12/14 0:00,三年
13964,上海贯幸软件科技有限公司,GR202231007261,2022/12/14 0:00,三年
13965,上海顺荣捷新能源科技有限公司,GR202231007262,2022/12/14 0:00,三年
13966,上海玖岚网络科技有限公司,GR202231007263,2022/12/14 0:00,三年
13967,上海必通检测技术有限公司,GR202231007264,2022/12/14 0:00,三年
13968,上海瑞强信息科技有限公司,GR202231007265,2022/12/14 0:00,三年
13969,振利软件科技（上海）有限公司,GR202231007266,2022/12/14 0:00,三年
13970,上海云剑信息技术有限公司,GR202231007267,2022/12/14 0:00,三年
13971,润申标准化技术服务（上海）有限公司,GR202231007268,2022/12/14 0:00,三年
13972,上海昱邦化工科技有限公司,GR202231007269,2022/12/14 0:00,三年
13973,上海亿魂软件科技有限公司,GR202231007270,2022/12/14 0:00,三年
13974,会通新材料（上海）有限公司,GR202231007271,2022/12/14 0:00,三年
13975,凹凸科技（中国）有限公司,GR202231007272,2022/12/14 0:00,三年
13976,梵达峰高新技术有限公司,GR202231007273,2022/12/14 0:00,三年
13977,上海财蝶信息科技有限公司,GR202231007274,2022/12/14 0:00,三年
13978,善严教育科技（上海）有限公司,GR202231007275,2022/12/14 0:00,三年
13979,米传科技（上海）有限公司,GR202231007276,2022/12/14 0:00,三年
13980,上海电机系统节能工程技术研究中心有限公司,GR202231007277,2022/12/14 0:00,三年
13981,上海泽厘精密机电科技有限公司,GR202231007278,2022/12/14 0:00,三年
13982,上海司羽通信设备有限公司,GR202231007279,2022/12/14 0:00,三年
13983,上海品兴医疗设备有限公司,GR202231007280,2022/12/14 0:00,三年
13984,矽典微电子（上海）有限公司,GR202231007281,2022/12/14 0:00,三年
13985,上海利莫网络科技有限公司,GR202231007282,2022/12/14 0:00,三年
13986,上海睿计信息技术股份有限公司,GR202231007283,2022/12/14 0:00,三年
13987,尚固（上海）工业科技有限公司,GR202231007284,2022/12/14 0:00,三年
13988,上海风之尚传媒科技有限公司,GR202231007285,2022/12/14 0:00,三年
13989,云纵（上海）建筑设计有限公司,GR202231007286,2022/12/14 0:00,三年
13990,上海秦德物流设备有限公司,GR202231007287,2022/12/14 0:00,三年
13991,每步科技（上海）有限公司,GR202231007288,2022/12/14 0:00,三年
13992,上海林频仪器股份有限公司,GR202231007289,2022/12/14 0:00,三年
13993,上海觉云科技有限公司,GR202231007290,2022/12/14 0:00,三年
13994,上海新时达机电科技有限公司,GR202231007291,2022/12/14 0:00,三年
13995,上海禧合应用材料有限公司,GR202231007292,2022/12/14 0:00,三年
13996,上海睿民互联网科技有限公司,GR202231007293,2022/12/14 0:00,三年
13997,上海康黎医学检验所有限公司,GR202231007294,2022/12/14 0:00,三年
13998,上海颀普静电科技有限公司,GR202231007295,2022/12/14 0:00,三年
13999,上海回声网络科技有限公司,GR202231007296,2022/12/14 0:00,三年
14000,上海科德轧辊表面处理有限公司,GR202231007297,2022/12/14 0:00,三年
14001,芯钛科半导体设备（上海）有限公司,GR202231007298,2022/12/14 0:00,三年
14002,上海新高姿化妆品有限公司,GR202231007299,2022/12/14 0:00,三年
14003,上海泓泸环保科技有限公司,GR202231007300,2022/12/14 0:00,三年
14004,上海增欣机电科技股份有限公司,GR202231007301,2022/12/14 0:00,三年
14005,上海帝焚思信息科技有限公司,GR202231007302,2022/12/14 0:00,三年
14006,上海瑞居金属制品有限公司,GR202231007303,2022/12/14 0:00,三年
14007,上海麦克风文化传媒有限公司,GR202231007304,2022/12/14 0:00,三年
14008,上海至界信息科技有限公司,GR202231007305,2022/12/14 0:00,三年
14009,上海灰墨信息技术有限公司,GR202231007306,2022/12/14 0:00,三年
14010,上海通喜模塑科技有限公司,GR202231007307,2022/12/14 0:00,三年
14011,上海贤旅网络科技有限公司,GR202231007308,2022/12/14 0:00,三年
14012,上海申服信息科技有限公司,GR202231007309,2022/12/14 0:00,三年
14013,上海讯杰科技有限公司,GR202231007310,2022/12/14 0:00,三年
14014,上海衡靓民防设备机电配套有限公司,GR202231007311,2022/12/14 0:00,三年
14015,路晟（上海）科技有限公司,GR202231007312,2022/12/14 0:00,三年
14016,牧中（上海）物联网科技有限公司,GR202231007313,2022/12/14 0:00,三年
14017,上海极栈信息科技有限公司,GR202231007314,2022/12/14 0:00,三年
14018,上海八通生物科技股份有限公司,GR202231007315,2022/12/14 0:00,三年
14019,圆幂新能源科技（上海）有限公司,GR202231007316,2022/12/14 0:00,三年
14020,上海嘉为信息技术有限公司,GR202231007317,2022/12/14 0:00,三年
14021,上海国兴农现代农业发展股份有限公司,GR202231007318,2022/12/14 0:00,三年
14022,畅索软件科技（上海）有限公司,GR202231007319,2022/12/14 0:00,三年
14023,上海联泉智能科技有限公司,GR202231007320,2022/12/14 0:00,三年
14024,上海圆瑞智能系统有限公司,GR202231007321,2022/12/14 0:00,三年
14025,辉塔信息技术咨询（上海）有限公司,GR202231007322,2022/12/14 0:00,三年
14026,上海支米空气净化科技有限公司,GR202231007323,2022/12/14 0:00,三年
14027,上海森恒环保科技有限公司,GR202231007324,2022/12/14 0:00,三年
14028,上海奥稳自动化仪表制造有限公司,GR202231007325,2022/12/14 0:00,三年
14029,上海昊启信息科技有限公司,GR202231007326,2022/12/14 0:00,三年
14030,上海友兰科技有限公司,GR202231007327,2022/12/14 0:00,三年
14031,上海熠途交通设施工程有限公司,GR202231007328,2022/12/14 0:00,三年
14032,赛米微尔半导体（上海）有限公司,GR202231007329,2022/12/14 0:00,三年
14033,纽祺（上海）健康科技有限公司,GR202231007330,2022/12/14 0:00,三年
14034,上海大郡动力控制技术有限公司,GR202231007331,2022/12/14 0:00,三年
14035,上海绩优机电股份有限公司,GR202231007332,2022/12/14 0:00,三年
14036,上海禾力智通信息科技有限公司,GR202231007333,2022/12/14 0:00,三年
14037,稳略宏易能源科技（上海）有限公司,GR202231007334,2022/12/14 0:00,三年
14038,采埃孚汽车科技（上海）有限公司,GR202231007335,2022/12/14 0:00,三年
14039,上海申威联创科技有限公司,GR202231007336,2022/12/14 0:00,三年
14040,上海翀凌信息科技有限公司,GR202231007337,2022/12/14 0:00,三年
14041,五五海淘（上海）科技股份有限公司,GR202231007338,2022/12/14 0:00,三年
14042,上海微企信息技术股份有限公司,GR202231007339,2022/12/14 0:00,三年
14043,上海简逸生物科技有限公司,GR202231007340,2022/12/14 0:00,三年
14044,上海威可特汽车热交换器制造有限公司,GR202231007341,2022/12/14 0:00,三年
14045,上海阿趣生物科技有限公司,GR202231007342,2022/12/14 0:00,三年
14046,上海楚鲲生物科技有限公司,GR202231007343,2022/12/14 0:00,三年
14047,上海瑞秧科技有限公司,GR202231007344,2022/12/14 0:00,三年
14048,上海明勃智能科技股份有限公司,GR202231007345,2022/12/14 0:00,三年
14049,上海冠显光电科技有限公司,GR202231007346,2022/12/14 0:00,三年
14050,美丽华化妆品（上海）有限公司,GR202231007347,2022/12/14 0:00,三年
14051,上海绿羽节能科技有限公司,GR202231007348,2022/12/14 0:00,三年
14052,上海仲尼软件有限公司,GR202231007349,2022/12/14 0:00,三年
14053,上海晟燃生物科技有限公司,GR202231007350,2022/12/14 0:00,三年
14054,上海华锐软件有限公司,GR202231007351,2022/12/14 0:00,三年
14055,上海中西三维药业有限公司,GR202231007352,2022/12/14 0:00,三年
14056,上海宇佑船舶科技有限公司,GR202231007353,2022/12/14 0:00,三年
14057,上海川谷网络科技有限公司,GR202231007354,2022/12/14 0:00,三年
14058,上海芯什达电子技术有限公司,GR202231007355,2022/12/14 0:00,三年
14059,上海思寒环保科技有限公司,GR202231007356,2022/12/14 0:00,三年
14060,上海优帛环境技术有限公司,GR202231007357,2022/12/14 0:00,三年
14061,上海赢泽信息技术有限公司,GR202231007358,2022/12/14 0:00,三年
14062,皇闽自动化科技（上海）有限公司,GR202231007359,2022/12/14 0:00,三年
14063,上海高田制泵有限公司,GR202231007360,2022/12/14 0:00,三年
14064,上海柏楚电子科技股份有限公司,GR202231007361,2022/12/14 0:00,三年
14065,上海钰山电力工程有限公司,GR202231007362,2022/12/14 0:00,三年
14066,上海日乾化工科技有限公司,GR202231007363,2022/12/14 0:00,三年
14067,博测通讯科技（上海）有限公司,GR202231007364,2022/12/14 0:00,三年
14068,上海国经云科技有限公司,GR202231007365,2022/12/14 0:00,三年
14069,上海有个文化传播有限公司,GR202231007366,2022/12/14 0:00,三年
14070,上海市雷智电机有限公司,GR202231007367,2022/12/14 0:00,三年
14071,上海芯问科技有限公司,GR202231007368,2022/12/14 0:00,三年
14072,上海吉祥家美幕墙材料有限公司,GR202231007369,2022/12/14 0:00,三年
14073,上海典通软件信息技术有限公司,GR202231007370,2022/12/14 0:00,三年
14074,上海中证检测技术有限公司,GR202231007371,2022/12/14 0:00,三年
14075,上海隆胜堡密封科技有限公司,GR202231007372,2022/12/14 0:00,三年
14076,古玛智能装备（上海）有限公司,GR202231007373,2022/12/14 0:00,三年
14077,上海黔易数据科技有限公司,GR202231007374,2022/12/14 0:00,三年
14078,蔚孜电子商务（上海）有限公司,GR202231007375,2022/12/14 0:00,三年
14079,上海巅岚信息科技有限公司,GR202231007376,2022/12/14 0:00,三年
14080,上海鑫福润达绝缘材料有限公司,GR202231007377,2022/12/14 0:00,三年
14081,上海依达医疗器械有限公司,GR202231007378,2022/12/14 0:00,三年
14082,上海奔果互联网科技有限公司,GR202231007379,2022/12/14 0:00,三年
14083,上海中车艾森迪海洋装备有限公司,GR202231007380,2022/12/14 0:00,三年
14084,上海觉圣信息科技有限公司,GR202231007381,2022/12/14 0:00,三年
14085,懿鸢网络科技（上海）有限公司,GR202231007382,2022/12/14 0:00,三年
14086,上海众迈生物科技有限公司,GR202231007383,2022/12/14 0:00,三年
14087,上海金禹罗博电子科技有限公司,GR202231007384,2022/12/14 0:00,三年
14088,上海希迈机电设备制造有限公司,GR202231007385,2022/12/14 0:00,三年
14089,上海悟景信息科技有限公司,GR202231007386,2022/12/14 0:00,三年
14090,上海乾翼网络科技有限公司,GR202231007387,2022/12/14 0:00,三年
14091,上海兹懋仪器科技有限公司,GR202231007388,2022/12/14 0:00,三年
14092,上海世禹精密机械有限公司,GR202231007389,2022/12/14 0:00,三年
14093,上海远钦净化科技有限公司,GR202231007390,2022/12/14 0:00,三年
14094,上海大朴室内设计有限公司,GR202231007391,2022/12/14 0:00,三年
14095,上海药明巨诺生物科技有限公司,GR202231007392,2022/12/14 0:00,三年
14096,上海水晶石视觉展示有限公司,GR202231007393,2022/12/14 0:00,三年
14097,上海立成应用软件研究所有限公司,GR202231007394,2022/12/14 0:00,三年
14098,上海金瀚灯光广告有限公司,GR202231007395,2022/12/14 0:00,三年
14099,上海睿度光电科技有限公司,GR202231007396,2022/12/14 0:00,三年
14100,上海夏维信息科技有限公司,GR202231007397,2022/12/14 0:00,三年
14101,上海海光电机有限公司,GR202231007398,2022/12/14 0:00,三年
14102,戈昱科技（上海）有限公司,GR202231007399,2022/12/14 0:00,三年
14103,上海银晓科技有限公司,GR202231007400,2022/12/14 0:00,三年
14104,上海新中新猎豹交通科技股份有限公司,GR202231007401,2022/12/14 0:00,三年
14105,上海混知文化传播有限公司,GR202231007402,2022/12/14 0:00,三年
14106,上海启居建设工程有限公司,GR202231007403,2022/12/14 0:00,三年
14107,上海晶福机电科技有限公司,GR202231007404,2022/12/14 0:00,三年
14108,银蛇（上海）医疗科技有限公司,GR202231007405,2022/12/14 0:00,三年
14109,上海栖丞室内设计工程有限公司,GR202231007406,2022/12/14 0:00,三年
14110,上海熠动动力科技有限公司,GR202231007407,2022/12/14 0:00,三年
14111,上海敖维计算机科技发展有限公司,GR202231007408,2022/12/14 0:00,三年
14112,上海鸿芬自动化科技有限公司,GR202231007409,2022/12/14 0:00,三年
14113,上海垚智电子科技有限公司,GR202231007410,2022/12/14 0:00,三年
14114,东泽（上海）信息科技有限公司,GR202231007411,2022/12/14 0:00,三年
14115,上海新能量纳米科技股份有限公司,GR202231007412,2022/12/14 0:00,三年
14116,上海畅络数字科技有限公司,GR202231007413,2022/12/14 0:00,三年
14117,帕孚（上海）电气设备有限公司,GR202231007414,2022/12/14 0:00,三年
14118,上海赛摩电气有限公司,GR202231007415,2022/12/14 0:00,三年
14119,上海万狮环保科技有限公司,GR202231007416,2022/12/14 0:00,三年
14120,上海海能汽车电子有限公司,GR202231007417,2022/12/14 0:00,三年
14121,华大半导体有限公司,GR202231007418,2022/12/14 0:00,三年
14122,菲斯科（上海）软件有限公司,GR202231007419,2022/12/14 0:00,三年
14123,住建鸟网络科技（上海）有限公司,GR202231007420,2022/12/14 0:00,三年
14124,迈纳拓汽车零部件（上海）有限公司,GR202231007421,2022/12/14 0:00,三年
14125,上海淘乐机械有限公司,GR202231007422,2022/12/14 0:00,三年
14126,科建高分子材料（上海）股份有限公司,GR202231007423,2022/12/14 0:00,三年
14127,上海荥科制冷设备有限公司,GR202231007424,2022/12/14 0:00,三年
14128,上海英诺伟医疗器械股份有限公司,GR202231007425,2022/12/14 0:00,三年
14129,上海帝图信息科技有限公司,GR202231007426,2022/12/14 0:00,三年
14130,上海蒂姆联铂信息技术有限公司,GR202231007427,2022/12/14 0:00,三年
14131,创络（上海）数据科技有限公司,GR202231007428,2022/12/14 0:00,三年
14132,上海益网数码科技有限公司,GR202231007429,2022/12/14 0:00,三年
14133,上海力塔工位器具有限公司,GR202231007430,2022/12/14 0:00,三年
14134,上海源培生物科技股份有限公司,GR202231007431,2022/12/14 0:00,三年
14135,上海觅炽信息科技有限公司,GR202231007432,2022/12/14 0:00,三年
14136,上海逸思医疗科技股份有限公司,GR202231007433,2022/12/14 0:00,三年
14137,上海赛弗工程减震技术有限公司,GR202231007434,2022/12/14 0:00,三年
14138,上海赟时市政工程有限公司,GR202231007435,2022/12/14 0:00,三年
14139,上海汇环信息科技有限公司,GR202231007436,2022/12/14 0:00,三年
14140,上海氧隆科技有限公司,GR202231007437,2022/12/14 0:00,三年
14141,上海朗蔚环保科技有限公司,GR202231007438,2022/12/14 0:00,三年
14142,上海平强包装机械制造有限公司,GR202231007439,2022/12/14 0:00,三年
14143,上海竑赢新材料科技有限公司,GR202231007440,2022/12/14 0:00,三年
14144,上海矩子科技股份有限公司,GR202231007441,2022/12/14 0:00,三年
14145,上海水成环保设备有限公司,GR202231007442,2022/12/14 0:00,三年
14146,上海康晟航材科技股份有限公司,GR202231007443,2022/12/14 0:00,三年
14147,上海松佰信息科技有限公司,GR202231007444,2022/12/14 0:00,三年
14148,上海艾为集成电路技术有限公司,GR202231007445,2022/12/14 0:00,三年
14149,上海海蛟交通设备有限公司,GR202231007446,2022/12/14 0:00,三年
14150,上海先基半导体科技有限公司,GR202231007447,2022/12/14 0:00,三年
14151,霍铧德科技（上海）有限公司,GR202231007448,2022/12/14 0:00,三年
14152,上海远哈信息技术有限公司,GR202231007449,2022/12/14 0:00,三年
14153,上海荟分信息科技有限公司,GR202231007450,2022/12/14 0:00,三年
14154,上海微波设备研究所（中国电子科技集团公司第五十一研究所）,GR202231007451,2022/12/14 0:00,三年
14155,上海虎游信息科技有限公司,GR202231007452,2022/12/14 0:00,三年
14156,上海鸣升网络科技有限公司,GR202231007453,2022/12/14 0:00,三年
14157,麦歌恩电子（上海）有限公司,GR202231007454,2022/12/14 0:00,三年
14158,上海都林特种合金材料有限公司,GR202231007455,2022/12/14 0:00,三年
14159,上海饭团网络科技有限公司,GR202231007456,2022/12/14 0:00,三年
14160,上海瀛科隆医药开发有限公司,GR202231007457,2022/12/14 0:00,三年
14161,上海五福通信技术有限公司,GR202231007458,2022/12/14 0:00,三年
14162,上海墙特节能材料有限公司,GR202231007459,2022/12/14 0:00,三年
14163,上海至胜智能科技股份有限公司,GR202231007460,2022/12/14 0:00,三年
14164,上海巧张自动化设备有限公司,GR202231007461,2022/12/14 0:00,三年
14165,上海禾斯腾科技有限公司,GR202231007462,2022/12/14 0:00,三年
14166,仁新节能环保设备（上海）有限公司,GR202231007463,2022/12/14 0:00,三年
14167,上海数筑科技有限公司,GR202231007464,2022/12/14 0:00,三年
14168,上海秀泡科技有限公司,GR202231007465,2022/12/14 0:00,三年
14169,上海携济信息技术有限公司,GR202231007466,2022/12/14 0:00,三年
14170,睿贞（上海）自动化科技有限公司,GR202231007467,2022/12/14 0:00,三年
14171,博睿斯重工股份有限公司,GR202231007468,2022/12/14 0:00,三年
14172,上海知从科技有限公司,GR202231007469,2022/12/14 0:00,三年
14173,上海豪泓信息技术有限公司,GR202231007470,2022/12/14 0:00,三年
14174,上海昊生网络科技有限公司,GR202231007471,2022/12/14 0:00,三年
14175,上海全马电子科技有限公司,GR202231007472,2022/12/14 0:00,三年
14176,上海力擎地质仪器有限公司,GR202231007473,2022/12/14 0:00,三年
14177,上海粒沣传动技术有限公司,GR202231007474,2022/12/14 0:00,三年
14178,上海鋆锦信息科技有限公司,GR202231007475,2022/12/14 0:00,三年
14179,上海腾飞通讯器材实业有限公司,GR202231007476,2022/12/14 0:00,三年
14180,上海择希环保工程有限公司,GR202231007477,2022/12/14 0:00,三年
14181,上海妍杰机械工程有限公司,GR202231007478,2022/12/14 0:00,三年
14182,上海安防电子股份有限公司,GR202231007479,2022/12/14 0:00,三年
14183,上海众源网络有限公司,GR202231007480,2022/12/14 0:00,三年
14184,上海电气液压气动有限公司,GR202231007481,2022/12/14 0:00,三年
14185,上海尔川数控技术集团有限公司,GR202231007482,2022/12/14 0:00,三年
14186,上海日清城市规划设计有限公司,GR202231007483,2022/12/14 0:00,三年
14187,上海展为智能技术股份有限公司,GR202231007484,2022/12/14 0:00,三年
14188,上海世音光电仪器有限公司,GR202231007485,2022/12/14 0:00,三年
14189,上海镁镁合金压铸有限公司,GR202231007486,2022/12/14 0:00,三年
14190,上海谱港机床有限公司,GR202231007487,2022/12/14 0:00,三年
14191,上海澄一环保科技有限公司,GR202231007488,2022/12/14 0:00,三年
14192,上海豪迈检测技术有限公司,GR202231007489,2022/12/14 0:00,三年
14193,上海孟极设计咨询有限公司,GR202231007490,2022/12/14 0:00,三年
14194,视若飞信息科技（上海）有限公司,GR202231007491,2022/12/14 0:00,三年
14195,上海卢湘仪离心机仪器有限公司,GR202231007492,2022/12/14 0:00,三年
14196,上海思美机电自动化工程有限公司,GR202231007493,2022/12/14 0:00,三年
14197,上海我词智能网络科技有限公司,GR202231007494,2022/12/14 0:00,三年
14198,上海川投电线电缆有限公司,GR202231007495,2022/12/14 0:00,三年
14199,上海亦软科技有限公司,GR202231007496,2022/12/14 0:00,三年
14200,上海磊璨信息科技有限公司,GR202231007497,2022/12/14 0:00,三年
14201,蒙锐（上海）光电科技有限公司,GR202231007498,2022/12/14 0:00,三年
14202,上海乐凯新材料科技有限公司,GR202231007499,2022/12/14 0:00,三年
14203,上海申睿电气有限公司,GR202231007500,2022/12/14 0:00,三年
14204,上海辰沐流体科技有限公司,GR202231007501,2022/12/14 0:00,三年
14205,笙翔实业（上海）有限公司,GR202231007502,2022/12/14 0:00,三年
14206,上海丰太精密机械制造有限公司,GR202231007503,2022/12/14 0:00,三年
14207,广得泰（上海）智能科技有限公司,GR202231007504,2022/12/14 0:00,三年
14208,上海沓栩机电科技有限公司,GR202231007505,2022/12/14 0:00,三年
14209,上海邑通道具股份有限公司,GR202231007506,2022/12/14 0:00,三年
14210,上海鑫马母线桥架有限公司,GR202231007507,2022/12/14 0:00,三年
14211,中集飞瞳（上海）科技有限公司,GR202231007508,2022/12/14 0:00,三年
14212,上海睿臻迈生物医疗科技有限公司,GR202231007509,2022/12/14 0:00,三年
14213,上海仁车相随信息科技有限公司,GR202231007510,2022/12/14 0:00,三年
14214,上海博灼包装机械有限公司,GR202231007511,2022/12/14 0:00,三年
14215,上海延鑫汽车座椅配件有限公司,GR202231007512,2022/12/14 0:00,三年
14216,上海六普科技股份有限公司,GR202231007513,2022/12/14 0:00,三年
14217,上海钧盛智能科技有限公司,GR202231007514,2022/12/14 0:00,三年
14218,上海科翼文化传播有限公司,GR202231007515,2022/12/14 0:00,三年
14219,上海湲睿科技有限公司,GR202231007516,2022/12/14 0:00,三年
14220,上海数透网络科技有限公司,GR202231007517,2022/12/14 0:00,三年
14221,上海吉虞实业有限公司,GR202231007518,2022/12/14 0:00,三年
14222,上海现代先进超精密制造中心有限公司,GR202231007519,2022/12/14 0:00,三年
14223,上海广川科技有限公司,GR202231007520,2022/12/14 0:00,三年
14224,上海浩锴微型电缆有限公司,GR202231007521,2022/12/14 0:00,三年
14225,上海祎呈科技有限公司,GR202231007522,2022/12/14 0:00,三年
14226,上海创连医疗器械有限公司,GR202231007523,2022/12/14 0:00,三年
14227,上海捷英途新材料科技有限公司,GR202231007524,2022/12/14 0:00,三年
14228,上海春宜药品包装材料有限公司,GR202231007525,2022/12/14 0:00,三年
14229,上海登士洁医疗科技有限公司,GR202231007526,2022/12/14 0:00,三年
14230,上海龙游网络科技有限公司,GR202231007527,2022/12/14 0:00,三年
14231,上海楷威光电科技有限公司,GR202231007528,2022/12/14 0:00,三年
14232,上海艾都能源科技有限公司,GR202231007529,2022/12/14 0:00,三年
14233,上海胜狮软件科技有限公司,GR202231007530,2022/12/14 0:00,三年
14234,上海伟晟自动化焊接技术有限公司,GR202231007531,2022/12/14 0:00,三年
14235,上海澜水信息科技有限公司,GR202231007532,2022/12/14 0:00,三年
14236,安洲源（上海）环境科技有限公司,GR202231007533,2022/12/14 0:00,三年
14237,上海正奇信息科技有限公司,GR202231007534,2022/12/14 0:00,三年
14238,上海济唐润滑材料科技有限公司,GR202231007535,2022/12/14 0:00,三年
14239,上海易教科技股份有限公司,GR202231007536,2022/12/14 0:00,三年
14240,上海博弋信息科技有限公司,GR202231007537,2022/12/14 0:00,三年
14241,上海朴联信息科技有限公司,GR202231007538,2022/12/14 0:00,三年
14242,上海兆捷实业发展有限公司,GR202231007539,2022/12/14 0:00,三年
14243,东方航空电子商务有限公司,GR202231007540,2022/12/14 0:00,三年
14244,中原运维海外工程有限公司,GR202231007541,2022/12/14 0:00,三年
14245,上海维努信息科技有限公司,GR202231007542,2022/12/14 0:00,三年
14246,上海珐工材料科技有限公司,GR202231007543,2022/12/14 0:00,三年
14247,上海纳尔实业股份有限公司,GR202231007544,2022/12/14 0:00,三年
14248,上海智驾汽车科技有限公司,GR202231007545,2022/12/14 0:00,三年
14249,秘珀（上海）软件科技有限公司,GR202231007546,2022/12/14 0:00,三年
14250,上海畅荔智能科技有限公司,GR202231007547,2022/12/14 0:00,三年
14251,健医信息科技（上海）股份有限公司,GR202231007548,2022/12/14 0:00,三年
14252,杉实环境科技（上海）有限公司,GR202231007549,2022/12/14 0:00,三年
14253,上海舒孝信息科技有限公司,GR202231007550,2022/12/14 0:00,三年
14254,欧电云科技（上海）有限公司,GR202231007551,2022/12/14 0:00,三年
14255,上海旦清防护科技有限公司,GR202231007552,2022/12/14 0:00,三年
14256,上海紫红光电技术有限公司,GR202231007553,2022/12/14 0:00,三年
14257,上海永得商标包装印务有限公司,GR202231007554,2022/12/14 0:00,三年
14258,上海迈睿晟智营销服务有限公司,GR202231007555,2022/12/14 0:00,三年
14259,上海众之鑫智能化设备有限公司,GR202231007556,2022/12/14 0:00,三年
14260,上海研释检测科技有限公司,GR202231007557,2022/12/14 0:00,三年
14261,爱刻迈自动化技术（上海）有限公司,GR202231007558,2022/12/14 0:00,三年
14262,阳地钢（上海）装配式建筑股份有限公司,GR202231007559,2022/12/14 0:00,三年
14263,上海喜塑电子科技有限公司,GR202231007560,2022/12/14 0:00,三年
14264,上海酷想智能科技有限公司,GR202231007561,2022/12/14 0:00,三年
14265,上海天戏互娱网络技术有限公司,GR202231007562,2022/12/14 0:00,三年
14266,上海兴韬五金有限公司,GR202231007563,2022/12/14 0:00,三年
14267,梯伦豪斯机械（上海）有限公司,GR202231007564,2022/12/14 0:00,三年
14268,上海巨乂智能工程技术有限公司,GR202231007565,2022/12/14 0:00,三年
14269,上海欧申科技有限公司,GR202231007566,2022/12/14 0:00,三年
14270,上海信谊金朱药业有限公司,GR202231007567,2022/12/14 0:00,三年
14271,上海科准建设工程检测有限公司,GR202231007568,2022/12/14 0:00,三年
14272,上海利格泰医用设备有限公司,GR202231007569,2022/12/14 0:00,三年
14273,上海普佑生物医药有限公司,GR202231007570,2022/12/14 0:00,三年
14274,沛煜光电科技（上海）有限公司,GR202231007571,2022/12/14 0:00,三年
14275,上海交华液力机械有限公司,GR202231007572,2022/12/14 0:00,三年
14276,上海大境建筑规划设计有限公司,GR202231007573,2022/12/14 0:00,三年
14277,曼茨环境技术有限公司,GR202231007574,2022/12/14 0:00,三年
14278,上海凯航通力船用设备有限公司,GR202231007575,2022/12/14 0:00,三年
14279,上海淳业仪表科技有限公司,GR202231007576,2022/12/14 0:00,三年
14280,上海衡益特陶新材料有限公司,GR202231007577,2022/12/14 0:00,三年
14281,上海景广光电科技有限公司,GR202231007578,2022/12/14 0:00,三年
14282,上海枫藤信息科技有限公司,GR202231007579,2022/12/14 0:00,三年
14283,上海东富龙制药设备制造有限公司,GR202231007580,2022/12/14 0:00,三年
14284,上海兆璇智能工程有限公司,GR202231007581,2022/12/14 0:00,三年
14285,睿颐（上海）智能科技有限公司,GR202231007582,2022/12/14 0:00,三年
14286,上海贤睿科技有限公司,GR202231007583,2022/12/14 0:00,三年
14287,上海丰调节能技术有限公司,GR202231007584,2022/12/14 0:00,三年
14288,上海屏智网络科技有限公司,GR202231007585,2022/12/14 0:00,三年
14289,上海积锐智能科技有限公司,GR202231007586,2022/12/14 0:00,三年
14290,上海元越信息科技有限公司,GR202231007587,2022/12/14 0:00,三年
14291,亿隅半导体科技（上海）有限公司,GR202231007588,2022/12/14 0:00,三年
14292,上海睿勉光电科技有限公司,GR202231007589,2022/12/14 0:00,三年
14293,上海同济环保咨询有限公司,GR202231007590,2022/12/14 0:00,三年
14294,上海七牛信息技术有限公司,GR202231007591,2022/12/14 0:00,三年
14295,上海立升医疗科技有限公司,GR202231007592,2022/12/14 0:00,三年
14296,上海锐诗产品设计咨询有限公司,GR202231007593,2022/12/14 0:00,三年
14297,上海好夫满电气设备有限公司,GR202231007594,2022/12/14 0:00,三年
14298,上海崇荟信息科技有限公司,GR202231007595,2022/12/14 0:00,三年
14299,上海云翌通信科技有限公司,GR202231007596,2022/12/14 0:00,三年
14300,空联净化技术（上海）有限公司,GR202231007597,2022/12/14 0:00,三年
14301,艾森曼机械设备（上海）有限公司,GR202231007598,2022/12/14 0:00,三年
14302,上海水合环境工程有限公司,GR202231007599,2022/12/14 0:00,三年
14303,上海翱坤信息科技有限公司,GR202231007600,2022/12/14 0:00,三年
14304,上海创帧软件有限公司,GR202231007601,2022/12/14 0:00,三年
14305,国检测试控股集团上海有限公司,GR202231007602,2022/12/14 0:00,三年
14306,牙木科技股份有限公司,GR202231007603,2022/12/14 0:00,三年
14307,上海艾石新能源科技有限公司,GR202231007604,2022/12/14 0:00,三年
14308,上海三邦水处理技术有限公司,GR202231007605,2022/12/14 0:00,三年
14309,上海馥松食品有限公司,GR202231007606,2022/12/14 0:00,三年
